order_id,customer_id,order_datetime,billing_zip,shipping_zip,shipping_state,payment_method,device_type,ip_country,promo_used,promo_code,order_subtotal,shipping_fee,tax_amount,order_total,risk_score,is_fraud,fulfilled
4167,52,"2025-09-08 09:11:29",21003,21003,MA,bank,tablet,US,0,,173.18,6.99,9.04,189.21,3.1,0,1
4168,52,"2025-12-16 09:23:23",21003,21003,MA,card,desktop,US,0,,185.19,6.99,11.16,203.34,3.3,0,1
4169,52,"2025-09-18 14:43:24",21003,21003,MA,paypal,mobile,CA,0,,633.78,26.04,47.79,707.61,67.7,0,1
4170,52,"2025-12-19 12:28:04",21003,21003,MA,paypal,desktop,US,0,,257.41,8.04,22.01,287.46,3.7,0,1
4171,52,"2025-12-13 13:47:10",21003,21003,MA,card,mobile,US,0,,1135.5,9.09,94.83,1239.42,87.0,0,1
4172,53,"2025-08-27 15:36:22",59692,45920,AZ,card,desktop,US,0,,438.67,7.34,37.64,483.65,38.2,0,1
4173,53,"2025-09-01 08:29:57",59692,59692,UT,paypal,desktop,US,0,,246.85,6.99,17.42,271.26,4.5,0,1
4174,53,"2025-08-31 01:51:34",59692,59692,UT,card,desktop,US,0,,522.49,8.39,45.5,576.38,22.8,0,1
4175,53,"2025-07-23 00:54:48",59692,59692,UT,bank,desktop,US,0,,505.94,8.39,41.64,555.97,21.1,0,1
4176,53,"2026-01-01 10:12:54",59692,59692,UT,paypal,mobile,US,0,,332.07,6.99,18.6,357.66,4.3,0,1
4177,53,"2025-09-21 16:39:34",59692,59692,UT,card,desktop,US,0,,503.6,8.04,37.81,549.45,14.8,0,1
4178,53,"2025-08-01 23:22:41",59692,59692,UT,bank,mobile,US,0,,697.45,8.39,37.56,743.4,47.9,0,1
4179,53,"2025-11-09 00:11:48",59692,59692,UT,card,desktop,US,0,,92.79,6.99,5.27,105.05,1.2,0,1
4180,53,"2025-09-21 19:30:39",59692,59692,UT,card,mobile,US,0,,537.85,8.39,38.81,585.05,21.8,0,1
4181,53,"2025-12-30 11:48:29",59692,59692,UT,bank,mobile,US,0,,560.2,8.39,44.08,612.67,10.6,0,1
4182,54,"2025-12-09 08:23:41",95215,95215,VA,card,desktop,US,0,,417.85,7.69,30.35,455.89,3.2,0,1
4183,54,"2025-12-29 16:15:29",95215,95215,VA,card,mobile,US,0,,575.19,7.69,37.01,619.89,9.1,0,1
4184,54,"2025-10-06 00:37:15",95215,95215,VA,card,desktop,US,0,,121.18,6.99,9.18,137.35,0.7,0,1
4185,54,"2025-08-16 19:01:41",95215,95215,VA,paypal,desktop,US,0,,99.49,6.99,6.88,113.36,0.4,0,1
4186,54,"2025-10-29 15:31:43",95215,82509,IL,bank,mobile,US,1,SAVE10,31.48,6.99,1.85,40.32,1.5,0,1
4187,54,"2025-10-17 18:13:19",95215,95215,VA,card,mobile,US,1,WELCOME,545.42,7.34,40.83,593.59,11.6,0,1
4188,54,"2025-09-12 23:49:28",95215,95215,VA,card,mobile,US,0,,498.56,8.39,29.01,535.96,6.2,0,1
4189,54,"2025-11-10 17:24:27",95215,95215,VA,card,mobile,US,0,,418.41,7.34,28.66,454.41,4.2,0,1
4190,54,"2025-07-17 17:35:14",95215,95215,VA,bank,mobile,US,1,SAVE10,473.23,8.04,26.74,508.01,4.5,0,1
4191,54,"2025-09-02 12:12:20",95215,95215,VA,card,desktop,US,0,,730.2,25.69,37.87,793.76,15.0,0,1
4192,54,"2025-12-20 15:17:56",95215,97575,CA,card,mobile,US,0,,289.95,6.99,23.11,320.05,6.9,0,1
4193,55,"2025-08-22 14:12:22",26544,26544,WA,card,mobile,US,1,SAVE10,29.77,7.34,2.4,39.51,1.8,0,1
4194,55,"2025-12-29 16:32:04",26544,26544,WA,card,mobile,US,0,,581.38,7.69,45.41,634.48,19.3,0,1
4195,55,"2025-09-26 17:19:32",26544,26544,WA,card,desktop,US,1,VIP20,140.85,13.69,9.44,163.98,2.5,0,1
4196,55,"2025-12-12 10:38:30",26544,26544,WA,card,mobile,US,0,,347.69,7.69,30.19,385.57,6.5,0,1
4197,55,"2025-09-19 01:45:56",26544,26544,WA,card,desktop,GB,1,FREESHIP,286.44,0.0,17.61,304.05,12.1,0,1
4198,55,"2025-09-17 23:34:02",26544,26544,WA,card,mobile,US,1,VIP20,1008.29,8.74,68.81,1085.84,77.4,0,1
4199,55,"2025-10-31 08:54:07",26544,26544,WA,card,desktop,US,0,,443.2,7.69,23.83,474.72,7.4,0,1
4200,55,"2025-12-16 02:22:36",26544,26544,WA,paypal,tablet,US,0,,659.67,8.04,61.84,729.55,17.5,0,1
4201,56,"2025-08-03 21:47:44",50768,50768,NY,card,desktop,US,0,,301.21,8.04,28.42,337.67,4.7,0,1
4202,56,"2025-10-20 14:25:10",50768,50768,NY,bank,desktop,US,0,,204.68,6.99,17.42,229.09,1.0,0,1
4203,56,"2025-08-04 18:03:51",50768,89857,IL,card,mobile,US,0,,246.66,25.69,12.86,285.21,14.5,0,1
4204,56,"2025-07-16 11:51:40",50768,50768,NY,card,desktop,US,0,,246.52,7.69,16.15,270.36,3.4,0,1
4205,56,"2025-10-25 15:31:46",50768,50768,NY,card,mobile,US,0,,407.65,7.34,22.48,437.47,6.8,0,1
4206,56,"2025-09-11 02:38:05",50768,50768,NY,card,desktop,US,0,,97.08,13.34,6.71,117.13,1.6,0,1
4207,56,"2025-08-19 04:20:10",50768,93812,NY,card,desktop,US,0,,31.48,6.99,2.6,41.07,3.6,0,1
4208,56,"2025-12-03 02:08:05",50768,50768,NY,bank,mobile,US,0,,193.68,6.99,11.37,212.04,1.3,0,1
4209,56,"2025-11-18 03:41:30",50768,50768,NY,bank,mobile,US,0,,675.15,9.09,61.22,745.46,15.8,0,1
4210,57,"2025-11-11 15:13:56",49529,49529,CO,paypal,mobile,US,0,,963.5,9.09,81.4,1053.99,30.4,1,1
4211,57,"2025-08-14 02:36:23",49529,49529,CO,card,mobile,US,1,SAVE10,196.22,7.34,10.61,214.17,1.3,0,1
4212,57,"2025-12-21 08:24:24",49529,49529,CO,paypal,desktop,US,1,FREESHIP,93.93,0.0,5.87,99.8,0.4,0,1
4213,57,"2025-11-26 08:34:05",49529,49529,CO,bank,mobile,CA,1,FREESHIP,13.88,0.0,1.19,15.07,0.7,0,1
4214,57,"2025-12-30 23:51:53",49529,53869,NY,card,tablet,US,0,,581.48,15.44,46.44,643.36,15.7,0,1
4215,57,"2025-08-26 22:05:37",49529,49529,CO,card,mobile,US,0,,492.78,7.69,27.71,528.18,4.1,0,1
4216,58,"2025-11-02 14:32:22",19038,19038,OH,card,desktop,US,0,,643.11,15.09,38.66,696.86,16.6,1,1
4217,58,"2025-12-06 01:44:31",19038,19038,OH,bank,mobile,US,0,,313.89,14.04,20.44,348.37,1.7,0,1
4218,58,"2025-07-25 17:20:17",19038,19038,OH,paypal,mobile,US,0,,418.73,7.69,30.67,457.09,14.0,0,1
4219,58,"2025-09-16 17:43:52",19038,19038,OH,card,mobile,US,1,WELCOME,1657.76,15.79,131.71,1805.26,99.0,1,1
4220,58,"2025-12-04 03:37:24",19038,19038,OH,card,desktop,US,0,,428.65,9.79,26.69,465.13,4.0,0,1
4221,58,"2025-09-04 08:36:02",19038,19038,OH,bank,mobile,US,1,VIP20,1039.9,9.09,82.68,1131.67,74.2,0,1
4222,58,"2025-11-05 05:33:14",19038,19038,OH,paypal,mobile,US,0,,350.19,26.04,29.93,406.16,4.4,0,1
4223,58,"2025-10-01 06:22:01",19038,19038,OH,card,tablet,US,1,VIP20,237.62,6.99,15.22,259.83,3.2,0,1
4224,58,"2025-07-14 20:32:33",19038,19038,OH,card,mobile,US,0,,132.84,12.99,6.75,152.58,4.6,0,1
4225,58,"2025-10-23 16:51:36",19038,19038,OH,card,desktop,US,0,,109.19,6.99,6.28,122.46,1.1,0,1
4226,58,"2025-10-27 05:27:10",19038,19038,OH,paypal,mobile,US,1,FREESHIP,600.43,0.0,45.83,646.26,18.7,0,1
4227,58,"2025-11-10 20:15:58",19038,19038,OH,card,desktop,US,1,STUDENT,117.54,24.99,8.33,150.86,1.3,0,1
4228,58,"2025-11-03 23:54:24",19038,19038,OH,card,mobile,US,0,,99.49,6.99,8.61,115.09,1.8,0,1
4229,58,"2025-08-16 18:26:01",19038,19038,OH,card,desktop,US,0,,843.39,26.04,49.99,919.42,47.4,0,1
4230,58,"2025-07-19 04:39:17",19038,19038,OH,card,desktop,US,0,,638.15,7.34,58.08,703.57,35.8,0,1
4231,58,"2026-01-05 00:23:30",19038,19038,OH,card,desktop,US,1,STUDENT,183.63,7.69,11.36,202.68,1.7,0,1
4232,59,"2025-08-04 00:30:08",33086,33086,WA,card,desktop,US,0,,1291.89,9.09,74.16,1375.14,82.9,1,1
4233,59,"2025-09-28 05:51:28",33086,33086,WA,card,desktop,GB,0,,179.6,7.69,16.03,203.32,2.5,0,1
4234,59,"2025-07-11 11:29:11",33086,33086,WA,card,desktop,US,0,,198.98,6.99,10.31,216.28,1.5,0,1
4235,59,"2025-09-21 12:37:59",33086,33086,WA,card,mobile,IN,1,SAVE10,588.0,8.74,46.03,642.77,31.3,0,1
4236,59,"2025-11-28 19:17:42",33086,33086,WA,paypal,mobile,US,0,,210.93,14.39,15.34,240.66,1.1,0,1
4237,59,"2025-12-10 10:29:41",33086,33086,WA,paypal,desktop,US,1,SAVE10,307.39,7.69,21.5,336.58,2.0,0,1
4238,60,"2025-09-04 05:30:38",42177,42177,NC,bank,desktop,US,0,,86.2,6.99,5.6,98.79,1.8,0,1
4239,60,"2025-09-18 17:30:46",42177,42177,NC,card,mobile,US,0,,230.46,7.69,13.38,251.53,8.8,0,1
4240,60,"2025-07-11 14:09:13",42177,42177,NC,card,mobile,US,0,,547.05,25.69,29.59,602.33,50.3,1,1
4241,60,"2025-09-01 12:24:05",42177,42177,NC,bank,mobile,CA,0,,567.54,8.74,46.54,622.82,47.9,0,1
4242,60,"2025-09-08 09:50:20",42177,42177,NC,paypal,desktop,US,0,,698.03,13.69,38.6,750.32,43.8,0,1
4243,60,"2025-11-15 22:48:53",42177,42177,NC,card,desktop,US,0,,504.29,8.04,37.69,550.02,17.5,0,1
4244,60,"2025-11-23 02:49:38",42177,42177,NC,card,mobile,US,0,,268.91,7.34,23.37,299.62,5.2,0,1
4245,60,"2025-11-25 19:48:13",42177,42177,NC,card,mobile,US,1,STUDENT,250.33,13.34,22.61,286.28,7.1,0,1
4246,60,"2025-09-15 14:36:31",42177,42177,NC,card,mobile,US,0,,396.45,9.09,25.97,431.51,19.1,0,1
4247,60,"2025-07-30 04:00:54",42177,42177,NC,card,desktop,IN,0,,119.76,6.99,6.37,133.12,16.3,0,1
4248,61,"2025-07-24 17:34:53",52600,52600,CA,card,desktop,US,0,,331.33,14.04,19.46,364.83,7.1,0,1
4249,61,"2025-09-29 16:54:37",52600,74818,WA,paypal,mobile,US,0,,13.88,6.99,1.25,22.12,3.0,0,1
4250,61,"2025-08-29 18:47:23",52600,52600,CA,card,mobile,US,0,,763.33,9.09,53.2,825.62,40.8,0,1
4251,61,"2026-01-03 06:55:12",52600,52600,CA,card,mobile,US,1,FREESHIP,170.71,0.0,10.58,181.29,3.9,0,1
4252,61,"2025-11-05 15:34:27",52600,52600,CA,card,desktop,US,0,,109.19,6.99,6.55,122.73,1.5,0,1
4253,61,"2025-09-07 02:02:17",52600,52600,CA,card,mobile,US,0,,171.81,6.99,10.42,189.22,2.8,0,1
4254,61,"2025-08-08 11:34:13",52600,52600,CA,card,desktop,US,0,,493.7,12.99,28.68,535.37,15.1,0,1
4255,61,"2025-10-21 02:15:57",52600,52600,CA,paypal,desktop,US,0,,339.42,6.99,29.53,375.94,3.8,0,1
4256,61,"2025-11-10 10:39:33",52600,52600,CA,card,mobile,US,0,,99.3,7.69,5.39,112.38,1.9,0,1
4257,62,"2025-11-30 04:55:44",35042,35042,CA,bank,mobile,US,0,,15.74,12.99,1.0,29.73,0.5,0,1
4258,62,"2025-10-26 09:22:29",35042,35042,CA,card,tablet,US,0,,375.72,6.99,29.11,411.82,4.6,0,1
4259,62,"2025-12-25 07:35:06",35042,35042,CA,bank,desktop,US,0,,1015.33,8.74,94.28,1118.35,37.6,1,1
4260,62,"2025-07-30 08:28:46",35042,35042,CA,bank,mobile,US,1,FREESHIP,580.58,0.0,48.0,628.58,29.8,0,1
4261,62,"2025-08-14 18:10:47",35042,35042,CA,card,mobile,US,0,,630.26,14.04,33.26,677.56,39.8,0,1
4262,62,"2025-10-30 23:41:27",35042,35042,CA,bank,mobile,US,1,SAVE10,148.5,6.99,9.55,165.04,1.5,0,1
4263,62,"2025-12-13 01:48:44",35042,35042,CA,card,desktop,US,0,,449.67,13.69,23.13,486.49,4.4,0,1
4264,62,"2025-07-26 04:49:06",35042,35042,CA,card,mobile,US,0,,213.23,6.99,16.31,236.53,6.8,0,1
4265,62,"2025-12-01 17:47:14",35042,35042,CA,card,mobile,US,0,,692.04,13.69,57.91,763.64,27.3,0,1
4266,62,"2025-11-28 19:46:32",35042,35042,CA,card,desktop,US,1,WELCOME,593.36,14.04,45.41,652.81,19.2,0,1
4267,62,"2025-10-15 19:18:07",35042,35042,CA,card,mobile,US,0,,716.67,8.39,60.77,785.83,29.5,0,1
4268,62,"2025-11-08 23:52:33",35042,35042,CA,card,desktop,US,0,,634.49,8.74,33.88,677.11,15.3,0,1
4269,62,"2025-12-20 21:23:15",35042,35042,CA,paypal,mobile,NG,1,VIP20,424.85,14.39,39.35,478.59,15.4,0,1
4270,62,"2025-07-25 12:11:25",35042,35042,CA,paypal,mobile,US,0,,240.53,6.99,17.47,264.99,5.9,0,1
4271,63,"2025-12-24 01:29:50",48566,48566,CA,paypal,mobile,US,0,,182.97,6.99,11.23,201.19,0.9,0,1
4272,63,"2025-12-12 16:43:13",48566,64285,CO,bank,mobile,US,1,VIP20,387.09,14.04,21.04,422.17,9.2,0,1
4273,63,"2025-12-05 23:32:04",48566,48566,CA,paypal,mobile,US,0,,734.91,8.74,57.05,800.7,15.5,0,1
4274,63,"2025-10-31 07:13:12",48566,48566,CA,card,desktop,NG,0,,158.05,12.99,10.16,181.2,2.2,0,1
4275,63,"2025-11-01 09:44:52",48566,48566,CA,card,mobile,US,0,,478.45,8.04,36.35,522.84,5.8,0,1
4276,63,"2025-08-13 17:55:32",48566,48566,CA,card,desktop,US,0,,414.1,13.34,34.52,461.96,4.8,0,1
4277,63,"2025-11-22 02:57:26",48566,48566,CA,paypal,mobile,US,1,SAVE10,297.06,7.69,20.26,325.01,2.5,0,1
4278,63,"2025-09-03 20:44:44",48566,48566,CA,card,desktop,US,0,,145.46,6.99,8.59,161.04,1.1,0,1
4279,63,"2025-12-01 06:14:53",48566,48566,CA,card,mobile,US,0,,410.0,13.34,28.5,451.84,4.1,0,1
4280,63,"2025-11-03 02:09:53",48566,48566,CA,card,mobile,US,1,WELCOME,239.67,8.39,12.18,260.24,2.9,0,1
4281,63,"2025-10-13 10:08:40",48566,48566,CA,paypal,desktop,US,0,,137.0,6.99,9.39,153.38,0.5,0,1
4282,64,"2025-07-28 05:01:50",53357,53357,OH,paypal,mobile,US,0,,973.2,8.74,50.7,1032.64,78.0,0,1
4283,64,"2025-08-27 04:01:00",53357,53357,OH,card,desktop,US,1,WELCOME,410.97,7.34,22.32,440.63,21.5,0,1
4284,64,"2025-09-12 13:20:43",53357,77092,AZ,card,desktop,US,1,FREESHIP,617.15,0.0,48.66,665.81,65.2,0,1
4285,64,"2025-08-14 19:54:15",53357,53357,OH,card,desktop,US,0,,297.41,8.74,22.85,329.0,9.5,0,1
4286,64,"2025-08-03 16:51:31",53357,53357,OH,card,desktop,US,0,,793.69,14.39,46.47,854.55,59.2,0,1
4287,64,"2025-11-04 07:26:43",53357,53357,OH,paypal,desktop,CA,0,,98.21,12.99,7.46,118.66,4.7,0,1
4288,64,"2025-09-27 02:00:15",53357,53357,OH,card,desktop,US,0,,418.27,8.74,21.57,448.58,11.3,0,1
4289,64,"2025-11-05 04:16:41",53357,53357,OH,bank,tablet,US,0,,833.35,8.39,53.18,894.92,39.5,0,1
4290,65,"2025-07-18 21:32:56",35105,35105,OR,card,mobile,US,0,,397.81,8.04,23.32,429.17,14.8,1,1
4291,65,"2025-12-17 08:28:55",35105,35105,OR,card,mobile,CA,1,FREESHIP,458.85,0.0,33.53,492.38,26.2,0,1
4292,65,"2025-10-30 08:15:56",35105,35105,OR,card,desktop,US,1,SAVE10,539.31,8.04,36.55,583.9,29.3,0,1
4293,65,"2025-10-18 14:22:21",35105,35105,OR,paypal,tablet,US,0,,612.08,14.04,43.78,669.9,24.0,0,1
4294,65,"2025-08-11 03:52:39",35105,35105,OR,card,desktop,US,0,,665.13,8.39,40.9,714.42,34.8,0,1
4295,65,"2025-10-11 23:40:52",35105,35105,OR,paypal,mobile,US,1,STUDENT,31.59,6.99,2.31,40.89,2.7,0,1
4296,65,"2025-11-11 09:00:09",35105,51120,TX,paypal,tablet,US,0,,519.74,8.04,41.93,569.71,25.9,0,1
4297,65,"2025-09-15 16:27:57",35105,35105,OR,crypto,desktop,US,0,,531.67,8.04,47.32,587.03,58.3,0,1
4298,66,"2025-08-04 08:29:33",57301,57301,GA,card,mobile,US,0,,219.47,7.34,16.05,242.86,21.7,0,1
4299,66,"2025-12-12 12:42:46",57301,57301,GA,card,mobile,US,0,,780.1,8.39,64.5,852.99,68.2,0,1
4300,66,"2025-08-15 09:10:47",57301,57301,GA,bank,mobile,US,0,,321.84,13.69,27.03,362.56,21.6,0,1
4301,66,"2025-08-31 00:06:52",57301,10899,CA,bank,desktop,US,1,WELCOME,23.94,6.99,2.01,32.94,16.3,0,1
4302,66,"2025-07-20 10:31:42",57301,57301,GA,card,desktop,US,0,,563.65,8.39,38.29,610.33,56.3,0,1
4303,66,"2025-10-23 15:23:22",57301,57301,GA,card,mobile,US,0,,139.04,6.99,9.77,155.8,8.9,0,1
4304,66,"2025-08-08 00:13:58",57301,57301,GA,card,mobile,US,1,FREESHIP,627.77,0.0,43.56,671.33,77.8,1,1
4305,66,"2025-09-24 01:56:31",57301,57301,GA,card,mobile,US,0,,212.15,7.69,16.58,236.42,21.1,0,1
4306,66,"2025-08-25 04:57:47",57301,57301,GA,card,desktop,US,1,VIP20,45.11,12.99,3.98,62.08,11.0,0,1
4307,67,"2025-12-14 23:35:41",23446,66808,FL,bank,desktop,US,1,SAVE10,576.66,13.69,31.02,621.37,11.0,0,1
4308,67,"2025-10-16 10:06:55",23446,23446,WA,paypal,desktop,US,0,,246.01,8.74,20.38,275.13,0.9,0,1
4309,67,"2025-09-11 21:10:02",23446,70812,CO,card,mobile,US,1,VIP20,605.73,14.39,37.01,657.13,44.7,0,1
4310,67,"2025-12-23 11:49:35",23446,23446,WA,bank,desktop,US,0,,200.15,13.34,10.5,223.99,0.3,0,1
4311,67,"2025-10-21 15:35:19",23446,23446,WA,card,desktop,US,0,,263.69,6.99,22.88,293.56,1.3,0,1
4312,67,"2025-09-20 17:05:01",23446,23446,WA,card,mobile,US,1,VIP20,311.11,8.04,27.99,347.14,4.9,0,1
4313,67,"2025-08-16 02:09:31",23446,23446,WA,card,mobile,US,0,,1192.37,27.44,86.79,1306.6,88.4,0,1
4314,67,"2025-09-08 21:47:33",23446,23446,WA,card,tablet,US,1,VIP20,145.45,26.39,8.75,180.59,2.9,0,1
4315,67,"2025-11-02 02:20:07",23446,23446,WA,card,desktop,US,1,VIP20,288.38,7.34,24.77,320.49,2.2,0,1
4316,67,"2025-08-04 09:18:44",23446,23446,WA,bank,mobile,US,0,,692.95,14.04,48.18,755.17,21.0,0,1
4317,67,"2025-09-21 01:58:28",23446,23446,WA,card,mobile,US,0,,354.7,8.74,21.21,384.65,4.0,0,1
4318,68,"2025-10-26 12:35:08",18564,18564,PA,card,desktop,US,0,,311.0,6.99,18.05,336.04,11.7,0,1
4319,68,"2025-08-16 13:47:43",18564,18564,PA,card,desktop,US,0,,552.58,14.74,33.57,600.89,33.3,0,1
4320,68,"2025-12-26 02:54:19",18564,18564,PA,paypal,desktop,US,0,,266.53,7.34,24.83,298.7,2.9,0,1
4321,68,"2025-10-18 03:24:33",18564,18564,PA,card,desktop,US,1,SAVE10,307.48,8.04,27.96,343.48,17.0,1,1
4322,69,"2025-12-09 08:24:40",83147,83147,CO,paypal,desktop,US,1,SAVE10,86.2,6.99,4.64,97.83,3.5,0,1
4323,69,"2025-10-27 22:24:37",83147,83147,CO,bank,desktop,US,0,,114.44,6.99,5.85,127.28,3.7,0,1
4324,69,"2025-08-27 03:17:07",83147,83147,CO,card,desktop,US,0,,228.06,13.34,19.41,260.81,12.0,0,1
4325,69,"2025-09-05 08:11:18",83147,83147,CO,card,mobile,US,1,STUDENT,519.76,8.74,44.84,573.34,56.6,0,1
4326,69,"2025-12-14 06:41:31",83147,83147,CO,card,tablet,US,0,,126.19,6.99,11.55,144.73,4.0,0,1
4327,69,"2025-11-02 22:30:02",83147,83147,CO,card,tablet,US,0,,169.71,12.99,15.54,198.24,9.0,0,1
4328,69,"2025-10-23 03:22:46",83147,83147,CO,card,desktop,CA,0,,633.81,8.04,39.03,680.88,75.1,0,1
4329,70,"2025-07-22 17:55:23",84531,84531,OH,card,desktop,US,0,,118.81,6.99,8.92,134.72,0.6,0,1
4330,70,"2025-09-22 05:47:57",84531,84531,OH,card,desktop,US,0,,677.05,7.34,48.65,733.04,10.6,0,1
4331,70,"2025-10-04 20:15:14",84531,84531,OH,card,desktop,NG,0,,462.33,7.69,31.0,501.02,9.2,0,1
4332,70,"2025-12-27 00:51:32",84531,84531,OH,bank,desktop,US,0,,296.48,14.39,24.94,335.81,0.9,0,1
4333,70,"2025-08-25 00:56:36",84531,84531,OH,card,desktop,US,1,SAVE10,216.41,14.04,17.95,248.4,1.5,0,1
4334,70,"2025-08-09 21:28:56",84531,84531,OH,paypal,mobile,US,1,SAVE10,660.55,8.74,44.89,714.18,13.8,0,1
4335,70,"2025-10-12 12:50:17",84531,84531,OH,card,mobile,US,1,WELCOME,373.01,8.39,34.23,415.63,4.6,0,1
4336,70,"2025-09-23 23:05:41",84531,84531,OH,card,desktop,US,1,FREESHIP,397.79,0.0,33.81,431.6,3.8,0,1
4337,71,"2025-10-18 23:42:20",32782,32782,IL,card,mobile,US,0,,404.27,13.69,23.41,441.37,8.4,0,1
4338,71,"2026-01-05 06:04:39",32782,31318,TX,paypal,mobile,US,1,STUDENT,405.88,12.99,21.72,440.59,18.3,0,1
4339,71,"2025-08-29 00:03:39",32782,32782,IL,bank,desktop,US,1,VIP20,469.49,8.74,35.31,513.54,10.6,0,1
4340,71,"2025-10-25 00:40:38",32782,32782,IL,card,mobile,US,0,,962.59,9.44,62.25,1034.28,63.9,0,1
4341,71,"2025-09-21 16:11:21",32782,32782,IL,card,mobile,US,0,,761.12,8.04,48.9,818.06,37.5,0,1
4342,71,"2025-08-19 13:25:38",32782,32782,IL,card,desktop,GB,1,WELCOME,1408.78,8.74,72.1,1489.62,98.7,0,1
4343,72,"2025-07-17 16:17:00",69510,69510,GA,card,desktop,US,1,FREESHIP,545.85,0.0,35.8,581.65,23.3,0,1
4344,72,"2025-10-01 02:13:57",69510,69510,GA,card,desktop,US,1,WELCOME,319.26,7.69,26.98,353.93,6.1,0,1
4345,72,"2025-08-19 13:45:41",69510,69510,GA,card,mobile,US,0,,370.24,8.04,27.95,406.23,7.1,0,1
4346,72,"2025-07-20 21:03:10",69510,69510,GA,bank,tablet,US,0,,598.94,26.04,31.22,656.2,14.0,0,1
4347,72,"2025-09-17 17:22:05",69510,69510,GA,paypal,mobile,US,0,,480.79,8.04,34.08,522.91,9.2,0,1
4348,72,"2025-08-26 11:18:06",69510,69510,GA,card,mobile,US,0,,22.73,6.99,1.47,31.19,1.2,0,1
4349,72,"2025-10-06 23:02:44",69510,69510,GA,card,mobile,US,0,,432.99,8.39,30.22,471.6,9.6,0,1
4350,72,"2025-12-18 02:22:23",69510,69510,GA,paypal,mobile,US,1,WELCOME,59.88,12.99,3.31,76.18,1.6,0,1
4351,72,"2025-07-10 22:17:01",69510,69510,GA,card,mobile,US,0,,481.06,6.99,36.66,524.71,17.1,0,1
4352,72,"2025-07-21 15:34:10",69510,69510,GA,bank,mobile,US,1,WELCOME,230.96,7.34,21.68,259.98,5.2,0,1
4353,73,"2025-12-09 19:59:41",39466,39466,NY,card,mobile,US,1,SAVE10,755.47,15.79,61.52,832.78,41.7,0,1
4354,73,"2025-09-04 13:12:51",39466,39466,NY,paypal,mobile,US,0,,554.79,8.04,50.63,613.46,10.6,0,1
4355,73,"2025-12-27 07:33:13",39466,39466,NY,card,mobile,US,0,,28.77,6.99,2.08,37.84,0.9,0,1
4356,73,"2025-11-03 02:52:54",39466,39466,NY,card,tablet,US,0,,21.99,12.99,1.39,36.37,0.7,0,1
4357,73,"2025-11-21 19:38:05",39466,39466,NY,card,mobile,US,0,,262.7,13.34,13.53,289.57,3.1,0,1
4358,74,"2025-12-22 19:55:38",49857,49857,NY,paypal,mobile,US,0,,5.04,6.99,0.36,12.39,0.2,0,1
4359,74,"2025-07-15 17:16:22",49857,49857,NY,card,mobile,US,0,,456.52,13.69,32.06,502.27,13.1,0,1
4360,74,"2025-10-15 12:50:51",49857,49857,NY,bank,mobile,US,1,SAVE10,826.74,8.04,78.19,912.97,34.6,0,1
4361,75,"2025-10-06 03:17:30",13390,13390,UT,card,mobile,GB,0,,246.71,6.99,14.99,268.69,18.9,0,1
4362,75,"2025-09-14 21:02:00",13390,13390,UT,card,mobile,US,1,SAVE10,113.33,7.34,6.77,127.44,5.9,0,1
4363,75,"2025-08-10 07:37:52",13390,13390,UT,bank,mobile,US,1,FREESHIP,553.6,0.0,44.47,598.07,26.7,0,1
4364,75,"2025-11-12 12:41:58",13390,13390,UT,bank,mobile,US,0,,694.86,8.74,62.34,765.94,23.7,0,1
4365,75,"2025-09-21 14:05:18",13390,13390,UT,card,mobile,US,0,,760.9,8.04,58.22,827.16,58.3,0,1
4366,76,"2025-12-13 10:37:53",71669,71669,TX,card,mobile,US,1,FREESHIP,92.79,0.0,6.16,98.95,3.2,0,1
4367,76,"2025-10-06 05:18:27",71669,71669,TX,card,desktop,US,0,,14.19,7.34,1.12,22.65,1.1,0,1
4368,76,"2025-07-27 07:21:59",71669,71669,TX,paypal,mobile,US,0,,144.6,6.99,11.8,163.39,3.3,0,1
4369,76,"2025-10-29 02:52:01",71669,71669,TX,card,desktop,US,1,SAVE10,420.94,8.74,39.16,468.84,13.5,0,1
4370,76,"2025-09-01 16:00:24",71669,71669,TX,paypal,desktop,US,1,SAVE10,143.04,12.99,12.39,168.42,2.5,0,1
4371,77,"2025-12-06 21:03:15",63523,63523,PA,card,mobile,US,0,,356.82,7.34,23.64,387.8,7.2,0,1
4372,77,"2025-07-29 00:14:52",63523,63523,PA,card,desktop,US,0,,118.81,6.99,6.32,132.12,1.6,0,1
4373,77,"2025-08-18 16:31:12",63523,63523,PA,paypal,desktop,US,0,,407.49,8.04,21.31,436.84,5.1,0,1
4374,77,"2025-07-25 18:26:02",63523,63523,PA,bank,desktop,US,0,,805.52,14.04,47.45,867.01,25.6,1,1
4375,77,"2025-08-15 21:51:18",63523,63523,PA,card,mobile,US,0,,311.21,8.39,27.49,347.09,5.9,0,1
4376,78,"2025-11-29 00:44:50",21542,21542,TX,card,mobile,US,0,,775.5,8.74,43.16,827.4,29.7,0,1
4377,78,"2025-09-12 18:27:34",21542,21542,TX,card,mobile,US,1,VIP20,264.19,13.69,17.33,295.21,6.2,0,1
4378,78,"2025-07-25 15:24:08",21542,21542,TX,card,desktop,GB,0,,272.52,7.69,21.56,301.77,19.9,0,1
4379,78,"2025-07-25 01:46:46",21542,21542,TX,paypal,mobile,US,0,,496.0,8.04,28.08,532.12,22.5,0,1
